index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
1564,Haloarcula vallismortis tailed virus 1,NC_020158.1,173,True,102.319,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Druskaviridae,Druskaviridae,nan,nan,Tredecimvirus,Tredecimvirus,Fully clustered
1667,Halovirus HCTV-5,NC_021327.1,166,True,102.105,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Druskaviridae,Druskaviridae,nan,nan,Tredecimvirus,Tredecimvirus,Fully clustered
746,Halorubrum phage HF2,NC_003345.2,126,True,77.672,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
811,Halophage HF1,NC_004927.2,125,True,75.898,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
1660,Halorubrum tailed phage 5,NC_021320.1,118,True,76.134,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
1661,Halorubrum tailed phage 8,NC_021321.1,124,True,74.519,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
5061,Halorubrum virus Serpecor1,NC_062740.1,126,True,74.196,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
5076,Haloarcula virus HJTV-2,NC_062755.1,140,True,76.821,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
5079,Halorubrum tailed virus 10,NC_062758.1,125,True,76.759,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
5084,Halorubrum sodomense tailed virus 4,NC_062763.1,118,True,75.181,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Haloferacalesvirus,Haloferacalesvirus,Fully clustered
5080,Halorubrum tailed virus 25,NC_062759.1,112,True,61.934,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Laminvirus,Laminvirus,Fully clustered
1565,Halorubrum sodomense tailed virus 2,NC_020159.1,103,True,68.527,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Mincapvirus,Mincapvirus,Fully clustered
1674,Halorubrum tailed phage 7,NC_021335.1,105,True,69.048,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Mincapvirus,Mincapvirus,Fully clustered
5081,Halorubrum tailed virus 27,NC_062760.1,114,True,56.593,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Hafunaviridae,Hafunaviridae,nan,nan,Minorvirus,Minorvirus,Fully clustered
1668,Halogranum tailed virus 1,NC_021328.1,281,True,143.855,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,Thumleimavirales,Thumleimavirales|nan,Halomagnusviridae,Halomagnusviridae,nan,nan,Hagravirus,Hagravirus,Lower clustered then no edges
1679,Haloarcula hispanica tailed virus 2,NC_021340.1,88,True,52.643,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,Thumleimavirales|nan,Saparoviridae,Saparoviridae,nan,nan,Halohivirus,Halohivirus,Fully clustered
1659,Haloarcula californiae tailed virus 2,NC_021319.1,86,True,54.291,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,Thumleimavirales|nan,Saparoviridae,Saparoviridae,nan,nan,Samsavirus,Samsavirus,Fully clustered
1205,Shigella phage Ag3,NC_013693.1,216,True,158.006,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Aglimvirinae,Aglimvirinae|Cvivirinae|nan,Agtrevirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1273,Salmonella phage Vi01,NC_015296.1,208,True,157.061,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1295,Salmonella phage SFP10,NC_016073.1,201,True,157.95,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1314,Escherichia phage Cba120,NC_016570.1,204,True,157.304,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1449,Escherichia phage PhaxI,NC_019452.1,209,True,156.628,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1491,Salmonella typhimurium phage PhiSH19,NC_019530.1,166,True,157.785,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1531,Salmonella phage SKML-39,NC_019910.1,208,True,159.624,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Aglimvirinae,Aglimvirinae|Cvivirinae|nan,Agtrevirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1546,Dickeya phage vB-DsoM-LIMEstone1,NC_019925.1,201,True,152.427,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Aglimvirinae,Aglimvirinae|Cvivirinae|nan,Limestonevirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1800,Klebsiella phage 0507-KN2-1,NC_022343.1,154,True,159.991,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1820,Salmonella phage Maynard,NC_022768.1,202,True,154.701,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1824,Salmonella phage Marshall,NC_022772.1,207,True,156.338,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
1994,Salmonella phage vB-SalM-SJ2,NC_023856.1,197,True,152.46,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
2000,Salmonella phage vB-SalM-SJ3,NC_024122.1,210,True,162.91,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
2113,Escherichia phage ECML-4,NC_025446.1,198,True,157.308,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
2119,Dickeya phage RC-2014,NC_025452.1,196,True,155.346,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Aglimvirinae,Aglimvirinae|Cvivirinae|nan,Limestonevirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
2171,Salmonella phage Det7,NC_027119.1,210,True,157.498,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
2735,Salmonella phage GG32,NC_031045.1,202,True,157.855,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
2811,Salmonella phage vB-SalM-PM10,NC_031128.1,209,True,158.081,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
3111,Serratia phage vB_Sru_IME250,NC_042047.1,193,True,154.938,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
3124,Salmonella phage STML-13-1,NC_042061.1,204,True,157.235,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
3439,Klebsiella phage May,NC_047900.1,214,True,159.631,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
3440,Klebsiella phage Menlow,NC_047901.1,215,True,157.281,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
3471,Klebsiella phage vB_KpnM_KpS110,NC_047932.1,201,True,156.801,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
3717,Escherichia phage vB_EcoM_KWBSE43-6,NC_048186.1,222,True,158.607,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4030,Salmonella phage ST-W77,NC_049378.1,210,True,157.458,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4034,Salmonella phage BSP101,NC_049382.1,219,True,157.665,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4036,Enterobacter phage EspM4VN,NC_049384.1,219,True,160.766,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Aglimvirinae,Aglimvirinae|Cvivirinae|nan,Agtrevirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4048,Salmonella phage SP1,NC_049396.1,205,True,156.585,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4079,Escherichia phage FEC14,NC_049427.1,209,True,158.639,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4080,Salmonella phage Mutine,NC_049428.1,218,True,161.502,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4085,Escherichia phage EP75,NC_049433.1,209,True,158.143,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4089,Salmonella phage S118,NC_049437.1,203,True,157.013,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4091,Salmonella phage SenASZ3,NC_049439.1,204,True,157.63,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4092,Salmonella phage SenALZ1,NC_049440.1,199,True,154.811,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4095,Salmonella phage SeSz-1,NC_049443.1,195,True,155.297,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4107,Shigella phage MK-13,NC_049455.1,207,True,158.755,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Aglimvirinae,Aglimvirinae|Cvivirinae|nan,Agtrevirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4110,Salmonella phage SS9,NC_049458.1,199,True,156.329,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4114,Klebsiella phage Magnus,NC_049462.1,214,True,157.741,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4124,Klebsiella phage UPM 2146,NC_049472.1,214,True,160.795,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Taipeivirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4147,Salmonella phage Se-B,NC_049495.1,210,True,158.087,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4148,Salmonella phage Se-G,NC_049496.1,209,True,158.892,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4149,Salmonella phage Se-J,NC_049497.1,215,True,160.4,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4151,Salmonella phage rabagast,NC_049499.1,188,True,143.249,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4152,Salmonella phage heyday,NC_049500.1,187,True,144.232,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4153,Salmonella phage allotria,NC_049501.1,202,True,151.015,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4154,Salmonella phage bering,NC_049502.1,202,True,156.13,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4155,Salmonella phage aagejoakim,NC_049503.1,206,True,156.801,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4156,Salmonella phage dinky,NC_049504.1,204,True,157.254,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4157,Salmonella phage barely,NC_049505.1,197,True,157.92,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4158,Salmonella phage moki,NC_049506.1,210,True,158.23,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4159,Salmonella phage pertopsoe,NC_049507.1,202,True,158.905,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4160,Salmonella phage maane,NC_049508.1,204,True,159.128,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4161,Salmonella phage P46FS4,NC_049509.1,212,True,158.706,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Aglimvirinae,Aglimvirinae|Cvivirinae|nan,Agtrevirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
4164,Salmonella phage SE14,NC_049512.1,196,True,152.926,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Agtrevirus|Kuttervirus|Limestonevirus|Taipeivirus,Fully clustered
2593,Salmonella phage 38,NC_029042.1,265,True,156.833,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,Cvivirinae,Aglimvirinae|Cvivirinae|nan,Kuttervirus,Kuttervirus,Fully clustered
1563,Serratia phage phiMAM1,NC_020083.1,198,True,157.834,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Miltonvirus,Miltonvirus,Fully clustered
3849,Serratia phage vB_SmaA_3M,NC_048736.1,201,True,159.398,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Miltonvirus,Miltonvirus,Fully clustered
2194,Erwinia phage phiEa2809,NC_027340.1,145,True,162.16,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Ackermannviridae,Ackermannviridae|nan,nan,Aglimvirinae|Cvivirinae|nan,Nezavisimistyvirus,Nezavisimistyvirus,Fully clustered
