protein	scaffold	KO	AMG	KO name	KO evalue	KO score	KO v-score	Pfam	Pfam name	Pfam evalue	Pfam score	Pfam v-score	VOG	VOG name	VOG evalue	VOG score	VOG v-score
MP_QEQMy132961___contig_1_fragment_10_933	MP_QEQMy132961___contig_1_fragment_10							PF05135.13	Phage gp6-like head-tail connector protein	1.8e-11	40.3	1.0	VOG00181	REFSEQ hypothetical protein	2.1000000000000002e-14	49.2	7.11
MP_QEQMy132961___contig_1_fragment_10_934	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_935	MP_QEQMy132961___contig_1_fragment_10												VOG03575	REFSEQ hypothetical protein	7e-23	77.0	1.72
MP_QEQMy132961___contig_1_fragment_10_936	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_937	MP_QEQMy132961___contig_1_fragment_10							PF04630.12	Phage tail tube protein	1.3000000000000001e-20	69.5	1.0	VOG01397	REFSEQ major tail protein	2.8e-28	94.7	6.53
MP_QEQMy132961___contig_1_fragment_10_938	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_939	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_940	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_941	MP_QEQMy132961___contig_1_fragment_10												VOG21220	REFSEQ phage tape measure protein	4.299999999999999e-68	226.0	0.47
MP_QEQMy132961___contig_1_fragment_10_942	MP_QEQMy132961___contig_1_fragment_10												VOG04056	REFSEQ hypothetical protein	2.7e-66	219.9	0.58
MP_QEQMy132961___contig_1_fragment_10_943	MP_QEQMy132961___contig_1_fragment_10							PF05709.11	Phage tail protein	3.7e-31	104.3	3.63	VOG01075	REFSEQ hypothetical protein	1.3999999999999999e-36	121.8	2.99
MP_QEQMy132961___contig_1_fragment_10_944	MP_QEQMy132961___contig_1_fragment_10							PF06605.11	Prophage endopeptidase tail	2.2e-43	144.5	4.15	VOG00452	REFSEQ hypothetical protein	5.4e-29	97.3	1.98
MP_QEQMy132961___contig_1_fragment_10_945	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_946	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_947	MP_QEQMy132961___contig_1_fragment_10							PF10651.9	BppU N-terminal domain	2.5e-35	117.2	1.48	VOG18935	REFSEQ hypothetical protein	1.6e-35	118.6	0.23
MP_QEQMy132961___contig_1_fragment_10_948	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_949	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_950	MP_QEQMy132961___contig_1_fragment_10							PF09693.10	Phage uncharacterised protein (Phage_XkdX)	2.2e-17	58.7	1.0	VOG00146	sp|O31968|YOMP_BACSU SPBc2 prophage-derived uncharacterized protein YomP	3.6e-17	57.6	3.45
MP_QEQMy132961___contig_1_fragment_10_951	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_952	MP_QEQMy132961___contig_1_fragment_10							PF16938.5	Putative phage holin Dp-1	9.799999999999999e-31	101.7	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	3e-19	65.3	1.0
MP_QEQMy132961___contig_1_fragment_10_953	MP_QEQMy132961___contig_1_fragment_10	K07273		acm; lysozyme	2.9999999999999998e-55	186.7	1.23	PF16775.5	Target recognition domain of lytic exoenzyme	6e-48	157.3	0.44	VOG23273	REFSEQ endolysin	3.3e-28	94.1	1.07
MP_QEQMy132961___contig_1_fragment_10_954	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_955	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_956	MP_QEQMy132961___contig_1_fragment_10																
MP_QEQMy132961___contig_1_fragment_10_957	MP_QEQMy132961___contig_1_fragment_10							PF10097.9	Predicted membrane protein (DUF2335)	1.2e-14	49.9	0.02	VOG17718	REFSEQ hypothetical protein	1.2e-13	47.0	0.19
MP_QEQMy132961___contig_1_fragment_10_958	MP_QEQMy132961___contig_1_fragment_10												VOG14094	sp|A0A0H3CCP8|SOCA_CAUVN Antitoxin SocA	1.9e-14	49.6	1.24
MP_BCQMy206___contig_1_fragment_3_287	MP_BCQMy206___contig_1_fragment_3	K14059		int; integrase	3.8e-51	173.4	7.0	PF00589.22	Phage integrase family	2.3e-31	104.7	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	1.7e-65	217.4	10.0
MP_BCQMy206___contig_1_fragment_3_288	MP_BCQMy206___contig_1_fragment_3							PF07553.11	Host cell surface-exposed lipoprotein	4.9e-33	109.1	0.32	VOG03321	REFSEQ hypothetical protein	1.9e-36	121.5	0.81
MP_BCQMy206___contig_1_fragment_3_289	MP_BCQMy206___contig_1_fragment_3												VOG00361	sp|P10426|YIM2_BPPH1 Uncharacterized immunity region protein 2	1.2999999999999998e-19	66.7	4.29
MP_BCQMy206___contig_1_fragment_3_290	MP_BCQMy206___contig_1_fragment_3												VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	1.3e-17	60.5	10.0
MP_BCQMy206___contig_1_fragment_3_291	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_292	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_293	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_294	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_295	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_296	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_297	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_298	MP_BCQMy206___contig_1_fragment_3	K14440		"SMARCAL1, HARP; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]"	7.699999999999999e-35	119.2	2.79	PF00176.23	SNF2 family N-terminal domain	9.000000000000001e-15	50.0	1.61	VOG00523	sp|Q9T1Q7|VP41_BPAPS Putative protein p41	6.999999999999998e-73	241.8	10.0
MP_BCQMy206___contig_1_fragment_3_299	MP_BCQMy206___contig_1_fragment_3												VOG00399	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44	6.3e-18	60.6	10.0
MP_BCQMy206___contig_1_fragment_3_300	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_301	MP_BCQMy206___contig_1_fragment_3	K07465		K07465; putative RecB family exonuclease	6.5e-15	54.1	2.83	PF13479.6	AAA domain	2.2e-40	134.4	2.7	VOG00519	sp|O31907|YORG_BACSU SPBc2 prophage-derived uncharacterized protein YorG	1.7000000000000001e-29	99.0	10.0
MP_BCQMy206___contig_1_fragment_3_302	MP_BCQMy206___contig_1_fragment_3												VOG03001	REFSEQ hypothetical protein	8.4e-24	79.2	0.1
MP_BCQMy206___contig_1_fragment_3_303	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_304	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_305	MP_BCQMy206___contig_1_fragment_3												VOG00674	REFSEQ putative DNA polymerase	4.899999999999999e-109	361.1	3.61
MP_BCQMy206___contig_1_fragment_3_306	MP_BCQMy206___contig_1_fragment_3	K06919		K06919; putative DNA primase/helicase	2.5e-40	136.6	2.86						VOG00724	sp|P10277|PRIM_BPP4 Putative P4-specific DNA primase	2.1999999999999998e-66	220.6	6.23
MP_BCQMy206___contig_1_fragment_3_307	MP_BCQMy206___contig_1_fragment_3												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	8.099999999999999e-16	54.3	9.06
MP_BCQMy206___contig_1_fragment_3_308	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_309	MP_BCQMy206___contig_1_fragment_3	K07451		mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	4.6e-12	44.8	0.95	PF01844.23	HNH endonuclease	2.4e-12	42.7	1.1	VOG00679	REFSEQ HNH endonuclease	2.3999999999999997e-19	65.4	2.76
MP_BCQMy206___contig_1_fragment_3_310	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_311	MP_BCQMy206___contig_1_fragment_3							PF03354.15	Phage Terminase	4.5999999999999997e-60	199.3	2.87	VOG09810	"sp|P17312|TERL_BPT4 Terminase, large subunit"	2.5e-27	92.4	10.0
MP_BCQMy206___contig_1_fragment_3_312	MP_BCQMy206___contig_1_fragment_3							PF04860.12	Phage portal protein	1.9e-29	98.7	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	1.6e-17	59.8	10.0
MP_BCQMy206___contig_1_fragment_3_313	MP_BCQMy206___contig_1_fragment_3	K06904		K06904; uncharacterized protein	1.3e-55	187.8	2.41	PF04586.17	Caudovirus prohead serine protease	8.899999999999998e-53	174.7	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	4.1e-39	130.4	10.0
MP_BCQMy206___contig_1_fragment_3_314	MP_BCQMy206___contig_1_fragment_3							PF05065.13	Phage capsid family	2.2e-40	134.6	5.12	VOG00633	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17	7.599999999999999e-35	116.8	10.0
MP_BCQMy206___contig_1_fragment_3_315	MP_BCQMy206___contig_1_fragment_3												VOG23089	REFSEQ hypothetical protein	5.1e-15	51.4	0.12
MP_BCQMy206___contig_1_fragment_3_316	MP_BCQMy206___contig_1_fragment_3												VOG23090	REFSEQ head-tail adaptor	5.3e-27	90.0	1.0
MP_BCQMy206___contig_1_fragment_3_317	MP_BCQMy206___contig_1_fragment_3												VOG23091	REFSEQ hypothetical protein	1.9999999999999998e-15	53.0	0.11
MP_BCQMy206___contig_1_fragment_3_318	MP_BCQMy206___contig_1_fragment_3												VOG00973	REFSEQ hypothetical protein	2.2999999999999998e-11	40.0	10.0
MP_BCQMy206___contig_1_fragment_3_319	MP_BCQMy206___contig_1_fragment_3												VOG01397	REFSEQ major tail protein	8.5e-12	40.9	6.53
MP_BCQMy206___contig_1_fragment_3_320	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_321	MP_BCQMy206___contig_1_fragment_3							PF10145.9	Phage-related minor tail protein	1.9e-17	59.7	4.37	VOG02333	REFSEQ tail tape measure protein	4.899999999999999e-35	117.1	1.21
MP_BCQMy206___contig_1_fragment_3_322	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_323	MP_BCQMy206___contig_1_fragment_3							PF18013.1	Phage tail lysozyme	9.999999999999999e-33	109.0	1.0	VOG00824	REFSEQ putative antireceptor	5.399999999999999e-73	242.5	1.44
MP_BCQMy206___contig_1_fragment_3_324	MP_BCQMy206___contig_1_fragment_3							PF10651.9	BppU N-terminal domain	6.6e-35	115.9	1.48	VOG13479	REFSEQ gp067	1.3999999999999998e-52	174.4	0.52
MP_BCQMy206___contig_1_fragment_3_325	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_326	MP_BCQMy206___contig_1_fragment_3																
MP_BCQMy206___contig_1_fragment_3_327	MP_BCQMy206___contig_1_fragment_3							PF10779.9	Haemolysin XhlA	6.999999999999999e-21	70.1	1.0	VOG00192	sp|O48470|HOL24_BPSPP Holin-like protein 24.1	2e-13	46.2	1.97
MP_BCQMy206___contig_1_fragment_3_328	MP_BCQMy206___contig_1_fragment_3							PF16938.5	Putative phage holin Dp-1	3.5e-31	103.1	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	2.5e-20	68.7	1.0
MP_BCQMy206___contig_1_fragment_3_329	MP_BCQMy206___contig_1_fragment_3							PF05382.13	Bacteriophage peptidoglycan hydrolase	7.299999999999999e-63	206.6	1.0	VOG02574	sp|O03979|ALYS_BPDP1 Lysin	5.3e-55	182.8	3.48
MP_BCQMy206___contig_1_fragment_5_447	MP_BCQMy206___contig_1_fragment_5	K06977		K06977; uncharacterized protein	5.8e-25	87.2	0	PF00583.25	Acetyltransferase (GNAT) family	2.1e-15	52.8	0.25	VOG00468	sp|C7IZ16|GNA2_ORYSJ Probable glucosamine 6-phosphate N-acetyltransferase 2	5.3e-13	45.0	1.97
MP_BCQMy206___contig_1_fragment_5_448	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_449	MP_BCQMy206___contig_1_fragment_5	K21064	AMG	"ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]"	1.8e-48	164.1	0.02	PF08282.12	haloacid dehalogenase-like hydrolase	1.6e-60	200.9	0.02					
MP_BCQMy206___contig_1_fragment_5_450	MP_BCQMy206___contig_1_fragment_5	K14059		int; integrase	2.3e-50	170.9	7.0	PF00589.22	Phage integrase family	1.4e-31	105.5	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	2.9999999999999994e-61	203.4	10.0
MP_BCQMy206___contig_1_fragment_5_451	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_452	MP_BCQMy206___contig_1_fragment_5							PF07553.11	Host cell surface-exposed lipoprotein	3.6000000000000004e-44	144.7	0.32	VOG03321	REFSEQ hypothetical protein	3.2999999999999995e-40	133.7	0.81
MP_BCQMy206___contig_1_fragment_5_453	MP_BCQMy206___contig_1_fragment_5	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.1999999999999998e-23	82.8	2.88	PF12844.7	Helix-turn-helix domain	3.9e-13	45.1	0.4	VOG20253	REFSEQ hypothetical protein	4.7000000000000004e-29	96.9	0.66
MP_BCQMy206___contig_1_fragment_5_454	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_455	MP_BCQMy206___contig_1_fragment_5	K07741		antB; anti-repressor protein	3.7e-30	104.7	2.25	PF03374.14	Phage antirepressor protein KilAC domain	5.099999999999999e-36	119.2	2.71	VOG10124	sp|O34449|YOQD_BACSU SPBc2 prophage-derived putative antirepressor protein YoqD	4.5e-46	153.3	7.43
MP_BCQMy206___contig_1_fragment_5_456	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_457	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_458	MP_BCQMy206___contig_1_fragment_5	K07741		antB; anti-repressor protein	7.199999999999998e-72	241.6	2.25	PF03374.14	Phage antirepressor protein KilAC domain	3.1e-36	119.9	2.71	VOG00572	sp|P19655|ANT_BPP1 Antirepressor protein 1	3.2e-36	120.9	6.13
MP_BCQMy206___contig_1_fragment_5_459	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_460	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_461	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_462	MP_BCQMy206___contig_1_fragment_5	K07741		antB; anti-repressor protein	2.8999999999999993e-69	233.1	2.25	PF03374.14	Phage antirepressor protein KilAC domain	5.3e-36	119.1	2.71	VOG00572	sp|P19655|ANT_BPP1 Antirepressor protein 1	1.1000000000000002e-34	115.8	6.13
MP_BCQMy206___contig_1_fragment_5_463	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_464	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_465	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_466	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_467	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_468	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_469	MP_BCQMy206___contig_1_fragment_5							PF03837.14	RecT family	2.2999999999999998e-39	130.8	2.53	VOG10469	sp|P03698|VBET_LAMBD Recombination protein bet	1.7e-24	82.8	10.0
MP_BCQMy206___contig_1_fragment_5_470	MP_BCQMy206___contig_1_fragment_5							PF12684.7	PDDEXK-like domain of unknown function (DUF3799)	3.5999999999999996e-79	261.7	2.21	VOG00690	sp|P15032|RECE_ECOLI Exodeoxyribonuclease 8	2.8e-35	117.9	6.89
MP_BCQMy206___contig_1_fragment_5_471	MP_BCQMy206___contig_1_fragment_5							PF16784.5	Putative HNHc nuclease	1.5e-35	118.5	0.55	VOG00232	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU	1.2e-30	102.1	2.92
MP_BCQMy206___contig_1_fragment_5_472	MP_BCQMy206___contig_1_fragment_5							PF09681.10	N-terminal phage replisome organiser (Phage_rep_org_N)	1.6e-33	111.1	1.0	VOG21431	REFSEQ hypothetical protein	1.1e-52	174.5	2.25
MP_BCQMy206___contig_1_fragment_5_473	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_474	MP_BCQMy206___contig_1_fragment_5	K03111		ssb; single-strand DNA-binding protein	5e-44	150.4	4.34	PF00436.25	Single-strand binding protein family	1e-35	117.8	4.28	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein	1.1e-48	161.0	10.0
MP_BCQMy206___contig_1_fragment_5_475	MP_BCQMy206___contig_1_fragment_5												VOG01162	sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU	8.9e-33	109.2	4.78
MP_BCQMy206___contig_1_fragment_5_476	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_477	MP_BCQMy206___contig_1_fragment_5												VOG01156	REFSEQ hypothetical protein	3.6000000000000004e-12	42.3	1.03
MP_BCQMy206___contig_1_fragment_5_478	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_479	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_480	MP_BCQMy206___contig_1_fragment_5	K07451		mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	2.0000000000000002e-11	42.7	0.95						VOG00962	REFSEQ hypothetical protein	2.0999999999999997e-21	72.3	1.79
MP_BCQMy206___contig_1_fragment_5_481	MP_BCQMy206___contig_1_fragment_5							PF05119.12	"Phage terminase, small subunit"	9.5e-21	70.0	1.58	VOG00687	REFSEQ terminase small subunit	1.2e-25	86.0	8.56
MP_BCQMy206___contig_1_fragment_5_482	MP_BCQMy206___contig_1_fragment_5							PF03354.15	Phage Terminase	3.9999999999999994e-51	169.8	2.87	VOG04497	REFSEQ putative terminase small subunit	8.099999999999997e-75	247.2	1.93
MP_BCQMy206___contig_1_fragment_5_483	MP_BCQMy206___contig_1_fragment_5							PF04860.12	Phage portal protein	7.499999999999999e-46	152.6	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	6.3e-36	120.3	10.0
MP_BCQMy206___contig_1_fragment_5_484	MP_BCQMy206___contig_1_fragment_5	K06904		K06904; uncharacterized protein	9.4e-36	122.6	2.41	PF04586.17	Caudovirus prohead serine protease	1e-36	122.4	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	8.8e-29	96.6	10.0
MP_BCQMy206___contig_1_fragment_5_485	MP_BCQMy206___contig_1_fragment_5							PF05065.13	Phage capsid family	9.6e-25	83.3	5.12	VOG13487	REFSEQ major capsid L	7.3999999999999995e-90	297.9	1.98
MP_BCQMy206___contig_1_fragment_5_486	MP_BCQMy206___contig_1_fragment_5							PF05135.13	Phage gp6-like head-tail connector protein	3.9e-12	42.5	1.0	VOG00181	REFSEQ hypothetical protein	1.3999999999999999e-14	49.8	7.11
MP_BCQMy206___contig_1_fragment_5_487	MP_BCQMy206___contig_1_fragment_5												VOG00066	sp|O48446|HCP16_BPSPP Head completion protein gp16	2.2e-17	58.9	10.0
MP_BCQMy206___contig_1_fragment_5_488	MP_BCQMy206___contig_1_fragment_5												VOG03575	REFSEQ hypothetical protein	1.4e-22	76.0	1.72
MP_BCQMy206___contig_1_fragment_5_489	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_490	MP_BCQMy206___contig_1_fragment_5							PF04630.12	Phage tail tube protein	1.6999999999999997e-23	78.8	1.0	VOG01397	REFSEQ major tail protein	6.6e-31	103.2	6.53
MP_BCQMy206___contig_1_fragment_5_491	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_492	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_493	MP_BCQMy206___contig_1_fragment_5												VOG04056	REFSEQ hypothetical protein	1.4999999999999997e-81	270.5	0.58
MP_BCQMy206___contig_1_fragment_5_494	MP_BCQMy206___contig_1_fragment_5							PF05709.11	Phage tail protein	1.3e-29	99.3	3.63	VOG01075	REFSEQ hypothetical protein	2.3e-37	124.4	2.99
MP_BCQMy206___contig_1_fragment_5_495	MP_BCQMy206___contig_1_fragment_5							PF06605.11	Prophage endopeptidase tail	1.4e-45	151.7	4.15	VOG00452	REFSEQ hypothetical protein	2.1e-29	98.6	1.98
MP_BCQMy206___contig_1_fragment_5_496	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_497	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_498	MP_BCQMy206___contig_1_fragment_5							PF10651.9	BppU N-terminal domain	6.1e-35	116.0	1.48	VOG18935	REFSEQ hypothetical protein	1.6e-36	121.9	0.23
MP_BCQMy206___contig_1_fragment_5_499	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_500	MP_BCQMy206___contig_1_fragment_5																
MP_BCQMy206___contig_1_fragment_5_501	MP_BCQMy206___contig_1_fragment_5							PF09693.10	Phage uncharacterised protein (Phage_XkdX)	4.6e-19	64.1	1.0	VOG00146	sp|O31968|YOMP_BACSU SPBc2 prophage-derived uncharacterized protein YomP	7.1e-17	56.6	3.45
MP_BCQMy206___contig_1_fragment_5_502	MP_BCQMy206___contig_1_fragment_5							PF10779.9	Haemolysin XhlA	2.8999999999999996e-21	71.4	1.0	VOG00192	sp|O48470|HOL24_BPSPP Holin-like protein 24.1	1.1e-13	47.1	1.97
