genome_id,Annotated,Proteins,Reference,Size (Kb),component (0.3),component size (0.3),Realm Reference (0.3),Realm Predictions (0.3),network (0.3),component (0.4),component size (0.4),Realm Reference (0.4),Realm Predictions (0.4),network (0.4),component (0.5),component size (0.5),Realm Reference (0.5),Realm Predictions (0.5),network (0.5),component (0.6),component size (0.6),Realm Reference (0.6),Realm Predictions (0.6),network (0.6),component (0.7),component size (0.7),Realm Reference (0.7),Realm Predictions (0.7),network (0.7),realm (prediction),realm (support),order (component),family (component),genus (component),subfamily (component)
KY705274.1,,48,True,36.164,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY705275.1,,47,True,35.988,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY705276.1,,47,True,35.921,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY705277.1,,47,True,34.123,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,7,76
KY705278.1,,48,True,37.594,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,7,76
KY705279.1,,43,True,35.786,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,7,76
KY705280.1,,46,True,35.688,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,7,76
KY705281.1,,50,True,36.931,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,7,76
KY705284.1,,48,True,35.835,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY705286.1,,45,True,34.469,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,7,76
KY705287.1,,48,True,36.979,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY705288.1,,47,True,35.211,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY705289.1,,50,True,35.535,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY705290.1,,50,True,35.256,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
KY742649.2,,91,True,54.836,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,38,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,62.0,280.0,0,14
KY963369.1,,61,True,40.397,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,7,32.0,Duplodnaviria,Duplodnaviria,,7,27.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,20.0,101.0,7,56
KY963370.1,,57,True,40.375,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,7,32.0,Duplodnaviria,Duplodnaviria,,7,27.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,20.0,101.0,7,56
KY963371.1,,56,True,40.165,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,7,32.0,Duplodnaviria,Duplodnaviria,,7,27.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,20.0,101.0,7,56
LC507823.1,,66,True,43.221,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,35,100.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,1,15
LC552830.1,,55,True,42.439,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,26,20.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,66.0,326.0,1,126
LC553734.1,,116,True,78.078,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,39,21.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,231.0,1,103
LC553735.1,,120,True,75.646,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,39,21.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,231.0,2,103
LC667452.1,,43,True,32.867,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,40,15.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,2,25
LR597646.1,,59,True,44.825,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,41,49.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,1,16
LR743530.1,,60,True,45.51,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,42,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,66.0,326.0,0,126
LR881104.1,,336,True,265.389,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,17,33.0,Duplodnaviria,Duplodnaviria,,27,1.0,Duplodnaviria,Duplodnaviria,,43,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,41.0,203.0,0,9
LR990702.1,,57,True,42.624,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,41,49.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,1,16
LT603684.1,,62,True,64.149,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,298.0,8,37
LT960609.1,,69,True,44.798,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,41,49.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,1,16
M64097.1,,55,True,10.661,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,65.0,319.0,8,148
MF038790.1,,93,True,58.405,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,44,13.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF042361.1,,72,True,62.978,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,45,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,53.0,254.0,0,124
MF140423.1,,92,True,58.839,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,44,13.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF140432.1,,88,True,58.238,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,44,13.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF158037.1,,62,True,42.701,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,35,100.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,3,15
MF161328.1,,54,True,39.707,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MF189170.1,,97,True,58.059,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,46,12.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF189171.1,,96,True,57.401,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,46,12.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF189173.1,,100,True,58.208,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,46,12.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF189175.1,,102,True,59.084,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,46,12.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF324906.1,,101,True,58.739,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,18,43.0,Duplodnaviria,Duplodnaviria,,28,42.0,Duplodnaviria,Duplodnaviria,,46,12.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MF403007.1,,48,True,143.349,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,29,10.0,Duplodnaviria,Duplodnaviria,,47,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,210.0,4,73
MF403009.1,,75,True,58.966,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,26,3.0,Duplodnaviria,Duplodnaviria,,48,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,53.0,254.0,1,121
MF431252.1,,60,True,42.425,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,35,100.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,1,15
MF443784.1,,21,True,9.895,9,1.0,,No prediction,,10,1.0,,No prediction,,19,1.0,,No prediction,,30,1.0,,No prediction,edgeless,49,1.0,,No prediction,edgeless,No Realm,None,0,0,0,0
MF490237.1,,67,True,62.874,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,298.0,8,37
MF580759.1,,44,True,35.936,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MF580766.1,,47,True,36.773,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MF580769.1,,44,True,36.884,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MF580770.1,,44,True,34.328,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MF580771.1,,41,True,34.059,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MF580773.1,,41,True,35.283,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MF893340.1,,168,True,97.33,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,225.0,4,116
MF974178.1,,172,True,93.296,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,21,86.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,225.0,6,116
MG099941.1,,72,True,46.042,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,59.0,17,72
MG197810.1,,86,True,47.797,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,31,22.0,Duplodnaviria,Duplodnaviria,,50,17.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,283.0,1,19
MG208881.1,,89,True,72.444,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,51,34.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,8,82
MG581355.1,,65,True,44.283,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,41,49.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,1,16
MG603697.1,,147,True,112.127,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,52,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,231.0,0,105
MG675557.1,,67,True,45.263,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,32,1.0,Duplodnaviria,Duplodnaviria,,53,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,45.0,239.0,0,10
MG708274.1,,53,True,38.253,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MG708275.1,,56,True,41.169,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MG748548.1,,125,True,76.622,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,39,21.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,231.0,2,103
MG812496.1,,21,True,15.896,10,9.0,Duplodnaviria,Duplodnaviria,,11,6.0,Duplodnaviria,Duplodnaviria,,20,6.0,Duplodnaviria,Duplodnaviria,,33,5.0,Duplodnaviria,Duplodnaviria,,54,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MG845393.1,,73,True,47.953,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,59.0,21,72
MG873442.1,,147,True,89.91,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,55,13.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,231.0,4,104
MG897800.1,,59,True,43.133,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,26,20.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,66.0,326.0,1,126
MG967618.1,,115,True,82.931,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,3,298.0,Duplodnaviria,Duplodnaviria,,20,5.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,33.0,181.0,1,12
MH000603.1,,49,True,37.757,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MH000604.1,,40,True,34.083,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,6,200.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,21.0,133.0,9,76
MH001450.1,,85,True,60.908,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,10.0,60.0,113,26
MH045566.1,,74,True,42.655,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,34,32.0,Duplodnaviria,Duplodnaviria,,56,32.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,2,57
MH045567.1,,71,True,42.139,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,34,32.0,Duplodnaviria,Duplodnaviria,,56,32.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,2,57
MH051334.1,,71,True,42.145,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,35,100.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,292.0,2,15
MH155867.1,,77,True,46.717,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,59.0,21,72
MH155870.1,,105,True,56.362,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,35,2.0,Duplodnaviria,Duplodnaviria,,57,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,5.0,23.0,0,32
MH179480.1,,92,True,74.361,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,58,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,88
MH206183.1,,12,True,6.564,0,14.0,Monodnaviria,Monodnaviria,,0,11.0,Monodnaviria,Monodnaviria,,0,11.0,Monodnaviria,Monodnaviria,,0,9.0,Monodnaviria,Monodnaviria,,0,9.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
MH206184.1,,10,True,6.062,0,14.0,Monodnaviria,Monodnaviria,,0,11.0,Monodnaviria,Monodnaviria,,0,11.0,Monodnaviria,Monodnaviria,,0,9.0,Monodnaviria,Monodnaviria,,0,9.0,Monodnaviria,Monodnaviria,,Monodnaviria,reference,1.0,1.0,1,1
MH271295.1,,78,True,46.653,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,59.0,17,72
MH271296.1,,24,True,16.604,10,9.0,Duplodnaviria,Duplodnaviria,,11,6.0,Duplodnaviria,Duplodnaviria,,20,6.0,Duplodnaviria,Duplodnaviria,,33,5.0,Duplodnaviria,Duplodnaviria,,54,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
MH358458.1,,78,True,68.27,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,51,34.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,8,82
